""	"C2N__Ep"	"C2R__Ep"	"C5R__Ep"	"D11N__Ep"	"D14R__Ep"	"D17N__Ep"	"D18N__Ep"	"D2N__Ep"	"D3R__Ep"	"D4R__Ep"	"D9N__Ep"	"D9R__Ep"	"NMU10_LL_Ep"	"NMU12_LA_Ep"	"NMU13_LAU_Ep"	"NMU13_LLU_Ep"	"NMU14__Ep"	"NMU7_RLU_Ep"
"TRIQK"	-1.65677390368175	-1.29884448177432	-1.31525408896405	-1.62464620219364	-1.39689015256858	-1.02713612993751	-0.858850731566364	-1.9668331360648	-1.49996484771332	-0.271792001581939	-0.0757045064589385	-0.83942217081694	-2.08161376555365	-1.16196747966339	0.756088423929875	-0.223359699308243	-1.47348721385872	-0.922551514103987
"TRIR"	0.647114899398662	1.05255052205371	0.914097190613452	0.805756367832127	0.871144934323576	0.729779053572937	1.14000199597485	1.03180002817129	0.821963247174043	2.33020944409454	2.83328455503358	0.711806714749048	1.83187724119167	1.76666082554664	1.5412631111387	0.600351393734583	0.763888236803611	1.07824621610207
"TRIT1"	-1.59412896669276	-1.21003521481647	-0.770806747981611	0.133430987408628	0.0211498348717827	-0.701560258035007	-0.936598417983491	-1.61890983264449	-0.922197848396367	-1.44981998345215	-2.91490829455588	-0.421502163004975	-0.855953630383293	0.104633541190593	-2.12305718119574	0.422752464406849	-0.764535995862107	0.705385828890289
"TRMO"	-4.88772833852162	-6.27612440527424	-5.41162248343628	-4.23863775152633	-3.5668151540109	-3.56538213175164	-4.06830409719531	-4.48766529936624	-5.31812652472751	-4.08208819895167	-1.36031944287825	-3.99785153342142	-3.3040061868901	-3.01282404035758	-2.842949262003	-7.95806931953408	-8.49585502688717	NA
"TRMT1"	-0.618861487385675	0.0344883763852906	0.306234287782217	0.396748580021404	1.20928883406227	0.844008804386062	0.145729256536896	-0.259683196334156	-0.141887749352992	-0.0540242805337895	1.33539012335045	0.415574915951435	0.657640005207824	0.917913297205303	1.32225332919691	-0.821932631548053	0.56619111083332	1.20124943782456
"TRMT10A"	-2.55780745288073	-2.67621156308711	-1.25440853374353	-1.48766529936624	-1.47089073401236	-1.93174578429479	-1.89367209307547	-1.9778042538858	-2.04249208211408	-1.94458467520173	-3.52259087177712	-1.71068885669474	-0.852693301219706	0.0440071822390924	-3.93041210325334	NA	-1.46794903031729	-1.64997333559932
"TRMT10B"	-2.18113639339894	-1.92739625104316	-1.93162954231667	-1.14910652993476	-0.421137698815262	-2.23499245811608	-1.90783942500207	-2.61890983264449	-2.15666310203339	-2.16697709653818	0.490233168580462	-0.760812336120574	-0.929610672108602	-0.169127271236259	NA	-6.73567689819763	-1.82342968491568	-1.10973527937622
"TRMT10C"	-1.25029841790633	-1.35131190166846	-0.14779734311249	-0.59618975614441	0.21978120787991	-0.731004035927489	-0.820376583751728	-1.07458931642068	-1.33723534767521	-1.53894587392514	-0.360319442878245	-0.418625402249412	0.78135971352466	0.00636952487572713	0.864003763096763	1.18403773776847	-0.0716887380690708	1.26709814084893
"TRMT11"	-3.16283557665599	-2.83318090942551	-2.31969999399525	-1.59618975614441	-1.0369942074822	-1.20576174679233	-2.8428839831613	-5.4262647547021	-3.0582593979724	-2.68780925983962	-0.20066277688976	-1.57638776498315	-8.05889368905357	-1.63035440353517	NA	-6.22110372536788	-1.29618268205081	-2.42080238163181
"TRMT112"	0.255229615320419	0.651653556808105	-0.0338411538154045	0.434477380102531	0.671589585314182	0.689229694997159	0.609933549205448	0.594252262638415	0.442374583899489	1.51058239690475	1.96620566611921	0.430010006215004	-0.377069649079823	1.22148018922203	1.65078847867161	-0.439744011843216	0.664016309891218	-0.376408262273359
"TRMT12"	-4.12691600240105	-4.69116190455308	-3.28451056553295	-3.10433665981474	-2.54889324601363	-2.66416028622981	-3.08967774798788	-3.15324626029568	-3.43677102122613	-4.96344370245305	-6.91490829455588	-3.1422414427566	-2.1926450779424	-3.91328836680667	NA	NA	-2.95669621577914	-2.05622994933596
"TRMT13"	-4.11748658948112	-3.35107444054688	-2.65831071325755	-1.89859661832847	-1.56438265797117	-4.04374012638302	-1.85697117753822	-4.21577198337913	-2.23603352233501	-2.06477708479964	-0.602842190312065	-1.55759535722278	-1.16844699637366	-0.698023950935351	-0.71531598227713	-0.629603818816753	-2.87248561077236	-5.20171132338562
"TRMT1L"	-2.16891009106568	-1.61791292252244	-1.36492924798824	-0.272009209525669	0.230197823825248	-1.4779192905013	-1.10864302633163	-2.60183631928555	-1.37622947929107	-1.82766692342258	-2.78562527761092	-0.111719497979702	0.0373822220030803	-0.581774223090109	NA	-0.183282259932908	0.365231879108223	-0.550437662048408
"TRMT2A"	-0.769940960414487	-0.833180909425509	-0.239589819031981	0.34632474919483	0.526998519391831	-0.35592876612269	-1.18422338449488	-1.74444071472835	-0.893628696199596	-0.397590024679595	-3.10755337249828	0.0936468210640728	-1.0439433475876	0.29876211030832	NA	0.587538742550189	0.504144973112829	-1.29978698067045
"TRMT44"	-4.1750102906021	-4.10619940383193	-4.01569380710515	-4.01122725542325	-6.5668151540109	-3.27780554165505	-3.78072750709873	-3.76329974197967	-3.83813358360789	-5.12390837464629	-3.39134633849887	-2.71774361422869	-6.32192809488736	-1.93753591305335	NA	-9.54303182025524	-0.899665270742761	NA
"TRMT5"	-4.01325922060548	-4.02819689183065	-2.93162954231667	-1.91670965663896	-2.14727626249711	-2.54432051622381	-2.20157062805878	-3.72582503656101	-2.98109153744994	-3.10284675911846	-6.32994579383473	-2.23029761942179	-3.78587519464715	-1.44513953106826	0.269260241583021	NA	-2.97229307083016	-1.93537555446157
"TRMT6"	-1.56981330614089	-2.40575968569083	-0.749656913109828	-0.551795636785957	-0.307542666973302	0.46739290433998	-0.737914423559755	-2.22986754189859	-1.30866619547844	-1.71951811956696	-2.16002079239241	0.230050869307303	0.0806576633452252	0.359730127599747	-0.229972385112251	-4.58883550986836	-4.3665720099422	-0.557855133610891
"TRMT61A"	-1.06047385902632	-1.80851885519124	-2.61515587752142	-1.87509056743723	-2.06856428648307	-1.04921862801579	-1.6719511611814	-0.945138064965482	-1.24864142440622	0.443264812631335	1.08509170544412	-1.75354433565653	-1.38176134440455	-1.71165450563702	-0.470980484616046	-0.621190883180748	-2.02824947680417	-1.03537134443829
"TRMU"	-2.82883464946806	-2.60369906330274	-1.99421407969469	-2.22986754189859	-1.37304341061422	-0.77632802643698	-2.83383884355829	-2.86148013591857	-2.600269753509	-2.39119225348144	-2.05692729942831	-1.70366842901697	NA	-0.732716121164848	-0.360556494922395	-1.14215238397305	-0.259840834987086	-2.54305813168281
"TRNAU1AP"	-0.165869636745626	-0.210035214816465	-0.355769248702767	-0.186798820006709	0.105610187960599	-0.884660648225053	-0.680033507479255	-0.426264754702098	-0.886573938665646	0.58791040562529	0.612568711504514	-0.190496611363819	-0.899022352275179	0.36964559646483	-0.188945116852196	0.00579008820351312	-0.0612267992504464	-2.18814162484154
"TRNT1"	-0.993341696965315	-1.66355074169206	-0.337103526602188	-0.244632093693984	0.451841272779848	0.0381656733355607	-0.383155442413895	-2.61291109202305	-0.392526800048584	-1.5505195901367	0.832579810934179	0.384255737224114	0.0154797282798544	0.796075798900186	1.0307481548833	-0.369029957979663	-0.775131945149844	-0.941701192710985
"TROAP"	-4.92837032301897	-4.02819689183065	-1.91808301047872	-0.116409492115311	-3.33415439722062	-3.22658021829988	-2.68816138836266	-3.48766529936624	-2.93669741809148	-9.21137121589663	-2.32994579383473	-3.60880924267552	-2.56704059272389	-1.69089594547022	-2.842949262003	NA	NA	-8.15776797579802
"TRPC1"	-3.28946901518701	-3.54820395071104	-2.46972543799985	-2.76329974197967	-2.60334103003601	NA	-3.61660812733762	-2.60183631928555	-3.17373661539233	-3.25717490550976	-1.10755337249828	-2.51980423661678	-3.0439433475876	-3.29661700635817	-2.93041210325334	NA	-0.751021189387625	NA
"TRPC3"	-4.88772833852162	-3.21003521481647	-4.75265940127135	-6.59618975614441	NA	NA	-7.5708044377245	-4.84130225398094	-3.8936286961996	-3.37848120173189	-0.300198450440674	NA	NA	-4.23521646169403	0.585287735030699	0.734255579875119	-0.727670702110245	NA
"TRPC4AP"	2.55774640376156	2.43209732476411	2.3029845666314	2.089872993751	1.77125264353172	2.40040215291045	2.39786235547071	2.49210160120341	2.32724749268947	0.999300127888989	-0.166715444966422	2.03189580997263	2.35966172233388	1.57642581876667	2.78211489718648	1.7492898125468	2.36018137293198	2.0188207559253
"TRPC6"	-3.01325922060548	-2.22084196977305	-1.75265940127135	-1.19531031986223	-0.349584437790228	-1.5030978534973	-3.54105709433044	-3.10433665981474	-1.57736935139893	-2.12390837464629	-4.45547667591859	-1.59575308985008	-3.15200309344505	NA	NA	NA	-0.788495894806288	-1.54305813168281
"TRPM1"	-4.84819997433499	-5.1886615640239	-5.48962499543756	-6.13675813750711	NA	-4.19341335436468	NA	-7.01122725542325	-5.98109153744994	NA	-3.82744545330554	-7.80520645547903	-7.05889368905357	-2.06529146025172	-3.60848400836598	NA	-4.97229307083016	-5.57280547507686
"TRPM2"	-5.05765333996394	-6.46876948321663	-5.07458749615871	-3.36737106564853	-3.64081573545467	-3.17711154203558	-4.51191074867093	-6.68929916053589	-3.95134419405588	-9.21137121589663	-2.62950607569363	-3.53218796107261	-4.08926733809709	-6.23521646169403	NA	NA	-2.94126617520953	NA
"TRPM3"	-4.15076274435542	-4.41814341014667	-1.37877922674927	-3.76329974197967	0.609108588052859	-2.40491745955839	-3.34841201638805	-4.48766529936624	-3.10662241953379	-2.39119225348144	0.485971141726302	-0.707174372518501	-0.154008229335427	-3.91328836680667	-0.953132179753427	NA	0.142580887103301	-0.405108574526667
"TRPM4"	0.663445848743249	0.408624215147388	0.0970063256442171	0.355094958822562	-1.50503895642421	-0.0326251474944929	-0.229470943664541	0.406625259462644	-0.30161143794449	-0.83199284882537	-2.30019845044067	0.275166960984993	-1.03283139246737	0.446607578279714	NA	0.259484544865985	0.440782912115399	-0.863147226906391
"TRPM7"	-2.38522799799244	-1.92739625104316	-1.28886259007265	-0.134710308858254	-0.195256291398934	-0.214053120423718	-1.07628215461884	-2.68929916053589	-0.457529581392923	-0.528376632214949	-0.7651611750512	-0.302706114949844	0.411426245726465	0.0378020327123845	-2.17552460108987	-0.174525358747546	-0.122989966774583	0.472802523226481
"TRPM8"	-4.88772833852162	-5.02819689183065	NA	-7.01122725542325	NA	NA	-3.36135107209555	-6.01122725542325	-4.65916344256257	-6.21137121589663	-7.91490829455588	NA	-3.53533173299656	-4.23521646169403	-3.47098048461605	NA	NA	NA
"TRPS1"	-2.48022451192819	-1.09124906236595	0.375248965697398	1.62237348004586	1.16246569201651	-0.290901199266738	-1.16141350158679	-2.86148013591857	-0.915002346992163	-0.0439530700648948	0.0566352593948895	1.69397505441496	0.349082146391089	1.59767355247071	1.65455039746781	2.03250742657929	1.86389453343516	1.48728995918646
"TRPT1"	-2.41755304207355	-2.46954256265331	-2.4627265962253	-1.84544927767814	-1.54418102186513	-1.76867445389354	-2.67066217736468	-2.5856336777702	-2.54290959842444	-4.06162409639195	-0.133548581031223	-2.45411999252357	-3.26499780650469	-1.04420661310674	-3.93041210325334	-1.40860550003431	-0.00699060130664246	NA
"TRPV1"	-8.47269083924278	NA	NA	-6.27426166125705	-8.88874324889826	NA	NA	-7.4262647547021	-6.24412594328373	-9.21137121589663	NA	NA	-3.25153876699596	-5.01282404035758	-4.60848400836598	NA	NA	-1.92255151410399
"TRPV2"	-0.892746413288249	-0.284602559198542	-1.12427462025907	-2.84130225398094	-2.44579975304953	-2.73398173572738	0.0897857678100293	0.350716518311987	0.0504948056078975	-0.514403689662345	-2.21446857641479	-2.47130571892559	-1.55109904885487	-3.36074734377789	-0.188945116852196	NA	-5.79541530874608	-2.96137076299451
"TRPV4"	-1.2342860999177	-1.89242011280019	-2.26723257410111	-1.43128282946872	-2.75946023195329	-1.39545713030933	-3.1113728190872	-1.56828375957453	-2.01146518649345	-2.56751502612191	NA	-1.63528145403672	-2.79836613883035	-6.23521646169403	-6.93041210325334	-0.253012973322619	NA	NA
"TRPV6"	-5.41379715018921	-5.1886615640239	NA	-9.59618975614441	NA	-6.84549005094437	-5.90783942500207	-6.68929916053589	-6.10662241953379	-6.88944312100927	-3.52259087177712	-6.22024395475787	NA	-4.65025396097288	-2.17552460108987	NA	NA	NA
"Trrap"	-2.10345702957706	-1.7292299453866	-0.792271257170208	-0.100334729257239	-0.188303530757167	-0.87148525947732	-1.1445396830224	-1.21032735550295	-1.44711296544758	-0.751939597259335	-2.45547667591859	-0.547818612786376	0.241840183564671	1.40863972808069	0.288756417208818	-1.62416858298064	0.037474705418663	-0.56282138650424
"TRUB1"	-2.10928610837926	-2.81669278663694	-1.85865009695957	-2.0648082956281	-2.24488705912353	-3.1609918766723	-3.05773485548513	-2.8017738897943	-2.36638169333473	-2.94458467520173	-0.734999204540948	-1.88237431600149	-3	-2.36074734377789	NA	-1.03523718005654	-3.26703633639129	-2.58285913974079
"TRUB2"	-1.66104855878208	-1.00466137736986	-1.5302669799349	-1.01122725542325	-1.04953946080132	-0.480417464356497	-0.939021080250347	-1.48766529936624	-1.25771500803168	0.492532357548031	0.639680557121755	-1.27122788347668	-1.0702090022814	-0.126692004915862	-0.930412103253343	-3.81511136569204	-1.18751599674776	-0.297715630650751
"TSC1"	-2.90790622045925	-3.41814341014667	-3.18381656591347	-3.20387233336565	-3.24488705912353	-1.65284497300198	-2.99589560166726	-2.47206844431522	-2.9078425554193	-6.40401629383903	-6.32994579383473	-2.98077802006248	-3.32192809488736	-2.73271612116485	-4.60848400836598	NA	-5.40839218563683	NA
"TSC2"	-0.251909467812318	0.0253717897083116	-0.749656913109828	-0.630405471482323	-1.64081573545467	-0.650029957394925	-1.00348209613907	0.623583794748464	-0.371297183748844	-1.51093149775554	-2.96071198416901	-0.104766737337935	-0.739974344038544	0.240516969272366	-4.12305718119574	NA	-0.205836179954553	-0.504325737194095
"TSC22D1"	6.34015496868893	5.41730810165646	5.89976733863859	3.36308774957609	5.39543019082735	5.66103006103715	5.00284274976883	5.26045461131975	4.89727874637345	5.4359185564861	4.50505188329201	4.75735398815056	5.3175482840351	3.04245839514361	4.85544900250626	3.35311134051927	3.67422650849344	3.88548720370426
"TSC22D2"	-1.2342860999177	-0.278944924336616	-0.317475328880731	0.705306438838139	-0.522421034652443	-1.52356195605701	-0.752754914870656	-0.113381799417743	0.108138229974592	-1.00680007164743	2.17652709176773	1.0392377853138	0.59215800212536	-1.16196747966339	-1.02352150764482	-1.24841107136361	1.38296225772706	0.185047485563168
"TSC22D3"	0.752114788746477	1.35959371505681	-0.553641488308712	0.557362275563702	1.46109084255899	1.26378094920926	1.22035845083052	0.0972972013549148	1.3528091991035	2.5514260466016	1.49660269345619	0.953016759247698	0.37016428054021	0.277853120545339	2.28875641720882	1.99806479509429	1.90609109708937	1.50756794138716
"TSC22D4"	1.2960448690841	0.892547712857993	0.499059691334608	0.422010422668815	0.451106753986366	0.356983644366129	0.789676897932259	0.73864217197359	0.808985393175833	1.22012638836142	0.703477207702724	0.430010006215004	-0.306234287782217	1.04709977729447	0.946104843311656	0.415520895175773	-0.565117689324285	-0.0632503770137284
"TSEN15"	-1.34684690626458	-0.558447982207841	-1.03749817742349	-0.878513333078014	-1.00610019953642	-0.861682084446961	-0.811471030529836	-0.897485089374066	-1.11072681786653	-0.369020872482824	0.447035479179359	-1.18071559057123	-1.48903808072262	0.012711051749554	-0.188945116852196	-2.25762960139299	-1.58896443127865	-0.535716156341642
"TSEN2"	-3.34340782229781	-3.27612440527424	-3.61515587752142	-2.70137199283647	-3.13385574673479	-3.17711154203558	-2.34198574722862	-4.01122725542325	-2.32764929884601	-3.28063387833375	-6.91490829455588	-2.62198463142326	-2.68965987938785	-1.96219796728762	-1.50414734855125	NA	-2.76793457232397	-1.84186366853843
"TSEN34"	1.86939494346733	1.81488776369724	1.41575532345668	1.88875897832375	1.65901888152694	1.22108354532175	1.66692736470903	1.84445105317216	1.67830979694942	3.26966631199299	3.08720348192397	1.9289386196248	0.777156666004501	1.63309167159544	0.9087916848436	-0.271568792350863	0.378127304265632	1.03123289191438
"TSEN54"	-2.05765333996394	-1.77627851819103	-1.30199799226179	-1.05703094503638	-1.92295896423617	-2.11368616189395	-2.45532722030456	-1.82140269654324	-1.83813358360789	-0.64912879167556	-7.91490829455588	-1.51980423661678	-1.58857375427353	-0.889441624852302	-0.391253292145312	0.761889849326435	-0.895942184700043	-0.712063340272233
"TSFM"	-2.08610978601316	-1.52793155568478	-1.85219507482227	-1.32006535087017	-1.5758602936139	-1.93174578429479	-2.26702368954739	-2.05703094503638	-1.94400221871472	-1.64912879167556	-2.13354858103122	-1.34577483684173	-3.41503749927884	-0.743363365364357	-2.53809468047458	-2.600517314916	-1.49023047769329	-2.72036266349072
"TSG101"	0.956367130350998	1.03902515698206	1.45614395531714	1.44888729579053	1.8819206440185	1.43461786824836	1.07305175205023	1.00836347293463	1.09304992530257	0.85471797456114	2.02760621078336	1.776621794518	1.34553831007001	1.78530055564648	2.25693996994715	1.15480453770714	1.12161243840703	2.02917160417854
"TSGA10"	-6.05765333996394	-6.95419631038687	-6.20011837824257	-5.34826224270082	-5.5668151540109	-4.89795747083851	NA	-6.20387233336565	-4.86561432003	-7.62640871517548	-7.91490829455588	-5.06824086131282	-4.78587519464715	-3.42786153963643	-4.60848400836598	NA	NA	NA
"TSHZ3"	-2.31618635356279	-2.63226821549951	-3.45009663125092	NA	NA	-3.06788247228082	-5.83383884355829	-2.9888594423948	-3.04249208211408	-1.00191785026768	-1.20066277688976	NA	-2.84944032342462	-2.1197392442741	NA	NA	-5.68850010482957	NA
"TSKS"	-5.59822172132664	-4.57568468713314	-4.9046624947164	-4.78883483408681	-6.88874324889826	NA	-6.83383884355829	-6.01122725542325	-7.56605403817109	-4.96344370245305	-4.00801769894736	-5.22024395475787	-4.25153876699596	-4.01282404035758	-3.60848400836598	NA	-6.17392693199981	-5.65526763526884
"TSKU"	1.56119096180272	1.97180310816935	0.630468850052748	-0.225502349337193	1.33163507879697	0.824913293441909	0.822943520660704	1.28683531229576	0.581150886771137	0.101511739387723	0.351878246139019	0.347923303420307	-1.64385618977472	-2.77578484305673	-2.40685014719633	NA	0.448124887456568	-1.84186366853843
"TSN"	-2.46519630269586	-1.333609899935	-2.71703549154063	-0.238637751526327	-0.888743248898259	-0.508186730170097	-0.490431021260477	-1.82140269654324	-0.768392512317332	-1.04646428922094	-0.881485293018432	-1.2404218366955	-0.62148837674627	0.319372389983606	-1.0975220890886	0.971682233883249	0.392888222011088	-1.05622994933596
