""	"C2N__Ep"	"C2R__Ep"	"C5R__Ep"	"D11N__Ep"	"D14R__Ep"	"D17N__Ep"	"D18N__Ep"	"D2N__Ep"	"D3R__Ep"	"D4R__Ep"	"D9N__Ep"	"D9R__Ep"	"NMU10_LL_Ep"	"NMU12_LA_Ep"	"NMU13_LAU_Ep"	"NMU13_LLU_Ep"	"NMU14__Ep"	"NMU7_RLU_Ep"
"TRA2B"	2.10568185211802	1.11940973018807	2.24320194797029	2.21478346385775	1.95124782164163	1.35768313288451	1.65841494574463	0.915068739357857	1.80844210752042	1.69100389858939	0.523883558022379	2.14072502499374	3.46939761687655	2.48131723256736	2.35035866687726	1.96476281994346	2.67375685571704	3.03349691198809
"TRABD"	-0.0394531611507109	0.251352600786159	0.306234287782217	0.434477380102531	0.642638211618053	0.184782960169426	-0.0136598811431028	0.496567384775442	0.0170287293318416	1.1766460694485	2.33539012335045	0.351298030200963	-0.564371405947909	0.914530657810651	0.11398201610511	0.164327311825645	0.355894014528887	1.44276444769169
"TRADD"	-1.14776025619389	-0.687409769691974	-1.26723257410111	0.0295190869200549	-0.0749620576812221	-0.36052334019994	-0.245873854675611	-1.19104829300807	-0.30161143794449	0.999300127888989	0.313910395939998	-0.116373356985919	-2.40545145044965	0.213244039122263	0.345712302020894	-1.01946986419822	-3.05291153103844	-1.63944266810715
"TRAF1"	-1.94391117391475	-3.29884448177432	-6.48962499543756	-4.31078753728216	NA	-3.60845085364353	-1.83383884355829	-3.25633975325979	-1.33723534767521	-1.74376566581363	-5.10755337249828	-3.63528145403671	-1.81096617560998	-4.23521646169403	NA	NA	-3.49585502688717	-9.74273047651917
"TRAF2"	0.662590918323629	-0.0691100850967051	-0.564152974087313	0.220793867110971	-0.607972478767657	-0.50564004805975	-0.179918970438868	0.677023053709924	-0.381178695262808	0.59114514922459	-3.74498329311357	0.0465425859370302	-0.398303483519043	0	-0.202491648690144	0.650493540245977	0.395928676331139	-2.09167878534025
"TRAF3"	-0.571824031262032	-1.333609899935	-0.693765712217783	-1.13675813750711	-0.963930745292478	-1.88466064822505	-1.41429995204451	-0.403896941673643	-1.18234974569704	-1.04646428922094	-0.695739774093721	-1.569989993785	-1.41985451557662	-2.09225850785199	-1.14905238972868	NA	-1.22906848619227	-7.74273047651917
"TRAF3IP1"	-3.54985869976524	-3.10619940383192	-2.18381656591347	-1.68330041991445	-1.64081573545467	-4.65284497300198	-3.04724248166748	-3.84130225398094	-2.9078425554193	-5.51093149775554	-3.45547667591859	-2.51980423661678	-2.53533173299656	-0.436474669941135	-5.34544960253219	NA	-0.625490307303766	-2.35902618404512
"TRAF3IP2"	-1.02974734339405	-0.465552770533091	0.189072943549468	0.471244604612112	1.38271977900612	0.64407123387731	-0.840617376189353	-1.03394733192334	-0.890097005229343	-1.01169887106027	-1.62950607569363	0.469365830182469	-1.42953706897396	-0.140698862909742	-0.454678672286946	1.07535368200337	0.242237232733319	-4.98784297435571
"TRAF3IP3"	-3.3508465413664	-4.94700080898267	-6.48003894660836	-6.15656661858729	-7.64385618977472	-4.0921300185275	-1.67987141601895	-5.47020810228969	-2.94136822764569	-1.3867942753988	NA	-4.7268243368341	-8.11278669704877	-5.60916676892968	NA	-9.54303182025524	NA	NA
"TRAF4"	0.641051326806408	0.559925949783832	1.20231234317928	1.12661777502514	0.193405792455612	0.0886220133991675	-0.0123837244558324	0.955999003412739	0.244517596570055	0.310229223827094	1.38200791232341	0.841052224511002	0.772941337831335	0.772278074852893	0.720639587925585	2.1196365552623	0.949159818981252	1.38590833633342
"TRAF6"	-0.763032591072309	-0.85827189038834	-0.413997290624188	-1.31078753728216	-1.81192765184743	-1.95935801550265	-1.18135234864013	-0.547702882152074	-0.720563987226716	-3.71951811956696	-7.91490829455588	-1.06824086131282	-0.328706627518424	-2.03881924889053	0.249496986761591	-0.152862864055054	-0.301098172464923	0.0694468289952728
"TRAF7"	0.841703582959174	0.840219555963231	0.898870716388794	0.613263609484539	0.735138241115199	0.426639810824836	0.478136470902866	1.21277441877485	0.432536391574237	0.423439834275085	1.28230839855417	0.537609005882159	0.713695814843359	0.761021619509769	1.47897883288436	-3.20318181737061	0.887849265586881	0.115250518608398
"TRAFD1"	1.43969955351311	0.779158030226952	1.8024409537057	2.0116028857748	2.39144754331865	1.37367846951779	1.00913998823003	1.03589665669077	1.03385880401604	0.742825094490243	0.643512418712782	1.10368649304064	1.58255600301406	1.15996061522397	2.86562750557643	2.77945971734223	2.44739236901438	1.84504703980904
"TRAIP"	-5.05765333996394	-6.27612440527424	-4.20011837824257	-2.37702123568225	NA	-3.98041963103048	-3.03682586572215	-3.92376441417291	-3.95134419405588	-5.12390837464629	-7.91490829455588	-5.22024395475787	-2.95735566259151	-2.06529146025172	-3.47098048461605	NA	NA	NA
"TRAK1"	0.178360851936148	-0.273309389667184	-0.135988040822857	-0.599010275206789	-0.621956708203358	-0.878057913400806	-1.29158079379137	0.161200253222228	-0.574532192095396	-2.06162409639195	NA	-0.786542611213992	-0.588573754273535	-0.754089771957415	-2.12305718119574	-1.33357845462629	-1.46243202534972	-1.34612569533732
"TRAK2"	-1.19656643396854	-1.64676778519463	-1.40688456442962	-1.67732651886982	-1.4964258261195	-1.33996201771762	-1.08162547569315	-0.866569012591372	-0.726850250074148	-1.16152266644607	-0.00201895832592078	-1.54467890525581	0.507160349117523	-0.70123788969168	-0.0849220523089681	0.757320740072982	-0.219730621612933	-0.047502185023424
"TRAM1"	3.45964696232616	2.81431886980737	2.97162705882411	2.01483504116294	2.14261334735745	2.75149831858378	2.96122673910133	3.10576642212373	2.98661505934318	2.41525043646174	2.32826568891707	2.28843118289928	2.64990281989314	1.43011945549114	0.435910110992472	2.46539680181534	2.66685099159525	2.50044350695378
"TRANK1"	-9.05765333996394	-7.69116190455308	-7.07458749615871	NA	NA	NA	-6.69633531980836	-7.4262647547021	-6.98109153744994	NA	-2.42305519822621	NA	-8.64385618977473	-2.96219796728762	-1.64500988439109	NA	NA	NA
"TRAP1"	0.884861165375303	1.19960902569216	1.41526046428058	1.4199220820761	1.54900882342534	1.42196548815847	0.9042534160622	1.45229711784793	0.913726225858008	-0.0692641585940823	0.402504319208987	1.38461810340099	1.22804904788446	1.54614325183063	2.56144099307633	0.93270161071116	1.12985381617729	0.360557331892847
"TRAPPC1"	-0.27138371231547	0.00696394774976436	-0.462333303769818	-0.686296672374368	0.28618243360242	-0.510737915699429	-0.0355290611036935	-0.175176900365184	-0.294591010266717	0.417985404182977	1.08790672105117	-0.263464483356993	-1.18852896947016	0.196629325271366	0.742013238718152	-1.28093697488506	-0.397822943926644	-0.618609164689987
"TRAPPC10"	-0.633487051145836	-1.16759994849607	-1.10880321149663	-1.6131961814501	-1.18830353075717	-2.08298936467103	-1.39421570600117	-0.934411658372423	-1.8936286961996	-1.28655871229085	-1.31499545236875	-1.55727894203544	-1.9296106721086	-0.70123788969168	-1.68248458980976	-0.706981465197168	-2.03642340824987	-1.47594393582427
"TRAPPC11"	-2.25675344004363	-2.24270140373679	-0.540608924156362	-0.303868123342371	-1.01837852931485	-0.139117377049542	-0.85198619026855	-2.25633975325979	-0.933058841028134	-2.65678236421899	-2.05692729942831	-0.356745954662733	-1.56170714842085	-0.901315725140593	-0.422617463054647	-0.534603198184657	NA	0.592659878174751
"TRAPPC13"	0.172367095741698	-0.418143410146665	0.543798006099893	0.278791591509364	0.861126178498585	0.598637437618233	0.283024914132608	-0.441371647092306	0.467368963366359	0.165839314491919	-0.497055779669985	0.571280738198012	0.813524689297811	0.437208880277464	1.37792692688606	-1.63614122464672	1.03259908387762	1.01715770670266
"TRAPPC2B"	-1.86289648554169	-1.88380698249548	-1.24169748199397	-2.01876092810866	-1.61261884362402	-1.49802686394988	-0.137566759632427	-1.85135591864486	-1.34205236397299	-0.715516189009461	1.75397668971036	-1.66224850163698	-2.209227962138	-0.889441624852302	0.364208645638284	0.171213697410885	-1.45146090752872	-1.17667643834808
"Trappc2b"	-1.30946049037448	-0.665099607966885	-0.874915151322349	0.0832903433610358	0.396658969963989	0.0213472951437042	-0.653929753543356	-1.02254256865109	-0.20191938316304	1.80682896291659	1.89726901095857	0.285788076741565	-1.01086099263177	0.631032149417141	1.59314985280367	0.930673929364177	-0.53585309481909	-0.122510651011688
"TRAPPC2L"	-0.697903779641607	0.245476034449489	-0.789185277296465	-1.25633975325979	-0.562313761775956	-0.319689622691363	-0.0762821546188377	0.246160587269398	-0.388634500181855	1.78580826504099	1.57493966588342	-0.902328922377132	-1.64385618977472	-0.154843045230012	0.354990115608905	-1.18988499475716	-0.601037263579227	-0.523561956057013
"TRAPPC3"	0.416052409655479	0.849289065209077	0.242825117606156	0.812139984622981	0.611102638184946	0.599820459448269	0.430134511245118	0.0139123068552541	0.525381348152515	2.0335871772545	-0.514028858273698	0.795945283341459	0.51853513898218	0.683646775580563	0.11398201610511	-0.0836002016179406	1.63792938229274	0.627956930288043
"TRAPPC4"	-1.26975078057251	-0.866733469136536	-1.23748523070706	-0.677326518869816	-0.57133063513339	0.083556958316311	-0.599260883773725	-0.876800935202328	-0.907842555419297	0.0174474745992485	0.882753231297878	-0.742710529745263	-2.5458241068142	0.354746720085491	1.08639618443321	-0.609341165303004	-0.574014089812681	-1.84186366853843
"TRAPPC5"	-0.33997691689754	0.268840027515	-0.130119442733719	0.128324096975539	0.211919090106939	-0.333172852054985	0.134251908486966	0.156190890408483	0.0301357179733187	1.61438261698648	-0.972393789216643	0.250075980022162	-1.02547068751612	0.288345494362981	0.776947028827539	-0.992285034871995	-0.675676064471983	-0.550437662048408
"TRAPPC6A"	0.597877383191706	0.851869915702156	0.448974459898299	0.34044818285816	1.18271911365837	0	-0.458799412211366	0	-0.165174601888907	2.09526014581587	2.41936499075131	0.975059893051361	-0.353837342842106	1.65149625197686	2.13836617473207	0.586251196689729	1.02770692916984	1.453871650004
"TRAPPC6B"	-1.36765536854449	-1.25931611758768	-1.1676969005502	-1.06091437952361	-0.479352312760557	0.294061301454418	-0.0368258657221454	-1.08641475181747	-0.505358106483538	-0.394387592641251	-0.271052104781158	-0.793979200055773	-0.701341684435485	0.0253110885291876	NA	-1.65428857135698	-0.910892526166015	-0.195836016631538
"TRAPPC8"	-2.01873435067163	-2.75256244921722	-1.11265553699223	-0.871675903024461	-0.531191244280175	-0.414440233676901	-1.04463126821095	-1.67137725253863	-0.918595611716172	-1.46990422949549	-3.10755337249828	-1.08182992606078	-0.795233249345387	-1.79781114938673	0.0237842071335319	0.366861263514804	-3.12081559554025	-0.407340121825249
"TRAPPC9"	0.0831764308090642	-0.565317971574886	-0.623376384326385	-0.599010275206789	-1.64081573545467	-0.692843040933898	-0.524589882741674	-0.593374740537356	-0.603158032833831	-1.58931939644026	-3.6669807811123	-0.359501819953242	-4.35845397091248	-1.65025396097288	NA	-0.280936974885058	-1.96447356637086	-0.466606071244937
"TRARG1"	-1.42829671988433	-0.113733076517333	-2.54060892415636	NA	NA	-2.36744275413973	-1.62828993238526	-0.851355918644865	0.0431246999708877	-0.423468656505201	-7.91490829455588	-9.39016895620018	-3.49410907027004	-4.65025396097288	NA	NA	NA	NA
"TRAT1"	-2.28946901518701	-4.81669278663694	-5.07458749615871	-6.13675813750711	NA	NA	-1.8428839831613	-5.68929916053589	-2.23513716005647	-1.97296647657155	-7.91490829455588	-4.1422414427566	-1.83650126771712	-7.82017896241519	NA	NA	NA	NA
"TRDMT1"	-3.37115281278072	-3.88380698249548	-2.63718218385142	-2.88194423847829	-1.69891869001824	-3.67556504950206	-3.32287692428091	-3.68929916053589	-3.12311054232236	-2.48345076133343	NA	-1.37894170077693	-2.82367722735954	-2.5722514489716	-1.28655591347862	NA	NA	-1.34185104023699
"TREM1"	-3.59822172132664	-5.95419631038687	NA	NA	NA	-3.6986486626151	-3.1113728190872	-5.31078753728216	-4.61185772778422	-4.25717490550976	-1.25669681180409	-7.80520645547903	NA	-3.1197392442741	NA	NA	NA	-9.74273047651917
"TREM2"	-6.05765333996394	-5.95419631038687	-8.07458749615871	NA	NA	-4.52356195605701	-4.60117808676802	-6.4262647547021	-6.98109153744994	-2.68780925983962	NA	-9.39016895620018	NA	-3.49825086752783	NA	NA	-3.32593002544486	NA
"Trem3"	NA	-7.27612440527424	NA	NA	-7.88874324889826	-4.52356195605701	-6.45532722030456	-7.4262647547021	-6.39612903672878	NA	-7.91490829455588	NA	NA	NA	NA	NA	NA	NA
"TRERF1"	-2.9701904987136	-2.86673346913654	-2.98712465490837	-1.83463852369993	-3.1073835353736	NA	-2.49755545569386	-2.04544297076117	-2.30866619547844	-3.32872816653479	-2.21446857641479	-2.10476673733794	-2.38646834708207	-1.44513953106826	-4.60848400836598	NA	-2.06959027218507	-2.51391178602329
"TREX1"	-1.61886148738568	-1.71388198105317	-1.45497885263067	-2.44644263663973	-2.14727626249711	-1.91813535277614	-2.50471524726672	-1.122484006525	-1.63531670060821	-1.20574666670275	-0.859625859054693	-2.64870196979904	-1.56170714842085	-1.4626269577971	NA	NA	-3.13830302226909	-4.69833635716072
"TRH"	1.02316418764439	1.11081584005007	-5.57208715562953	NA	NA	-4.19341335436468	-1.05247913003363	-1.56828375957453	-1.64124153456531	-1.48345076133343	NA	-7.39016895620018	-3.39592867633114	-5.82017896241519	NA	NA	NA	NA
"TRIAP1"	-0.581919908997539	-0.45594544285905	-0.183816565913472	-0.492901947732388	0.0537712564409807	-0.619421971464529	-0.49220883422838	-1.03394733192334	-0.59451048422032	0.150572557838609	0.313910395939998	-0.146994972727233	-0.62148837674627	0.635148257889373	0.654550397467813	-0.408605500034312	-0.691724005703853	0.617019083803155
"TRIB1"	1.54597300502226	1.64199344575754	1.67639856832243	0.0258620633119661	0.658151210989378	0.802482247302581	0.789676897932259	0.919510082139632	1.58876407088101	0.516549238666567	-1.04454357497248	-0.137503523749935	2.81480674309309	-0.889441624852302	2.45545029738812	3.09653499842659	2.42449782852791	2.23024930954712
"TRIB2"	-1.01052942784991	-2.15718333255073	-3.41162248343628	-5.0726278000874	-5.88874324889826	-1.95240525486089	-0.608872478558016	-2.41131441323613	-0.791266978569918	-0.69173496305342	-7.91490829455588	-4.34577483684173	-1.66086261508041	-5.82017896241519	-1.43855900692367	NA	NA	-2.21134901600286
"TRIB3"	-2.46519630269586	-2.50794008049731	-2.15175535668117	-2.01122725542325	-2.78021879212009	-1.83906378178494	-3.07895134139482	0.138519864081428	-2.96614119598396	-3.16697709653818	-0.539868863208958	-3.26088593925522	-0.669441599969197	-1.65025396097288	-0.62663135507624	-1.12517930536934	-2.76793457232397	NA
"TRIL"	1.12474101344059	1.61793544099978	-0.596154915591361	-4.23863775152633	-7.3037807481771	-0.304116818770902	1.28354452337319	1.24969227823965	1.7302886465218	1.49080146946892	-3.45547667591859	-4.80520645547903	-0.72499295250013	-3.65025396097288	NA	NA	NA	-4.74273047651917
"TRIM11"	-2.5030644882863	-2.24270140373679	-2.46972543799985	-1.27426166125705	-1.83346081339707	-1.04182017569463	-2.42784648388245	-1.92376441417291	-2.17373661539233	-1.87152121301201	1.28721552927458	-1.4653564525944	-1.81096617560998	-0.925361199107244	-2.53809468047458	NA	-2.56511768932428	0.0549310493345856
"TRIM13"	-5.25029841790633	-3.46876948321663	-3.15175535668117	-2.30156900725278	-2.23053176614646	-2.83266601058679	-3.74637600230795	-4.76329974197967	-3.29926749747619	-3.37848120173189	1.02172964444669	-2.63528145403671	-4.02914634565952	-2.36074734377789	NA	NA	NA	-2.34185104023699
"TRIM14"	-3.56580024363426	-4.1886615640239	-2.5510255401017	-1.57382194311596	-2.47935231276056	-3.40491745955839	-2.61660812733762	-4.68929916053589	-3.17373661539233	-2.83633178454971	-4.74498329311357	-2.27122788347668	-8.64385618977473	-1.31238432221649	-1.0975220890886	NA	-1.46243202534972	-2.2508773801895
"TRIM15"	-3.58679114055023	-3.1110164201297	-2.01923274692899	-2.57659902778653	-1.84358426677442	-2.04152502531698	-3.87073468882274	-2.57977143873754	-4.27917289038293	-3.41929675396776	-3.82744545330554	-2.54731580018535	-4.54877569787331	-2.74936032488191	-5.93041210325334	-6.9677194895678	-9.49585502688717	NA
"TRIM16L"	-0.0105294278499108	-0.316122473206157	-0.637182183851415	-1.56828375957453	-1.32650082467719	-1.95935801550265	-3.90783942500207	0.326394646569253	-0.911418009643124	-2.62640871517548	-5.91490829455588	-1.56362046890927	-0.569714727022219	-3.73271612116485	NA	NA	-1.68850010482957	NA
"TRIM2"	-1.40660164878501	-0.954196310386875	-0.617890845242655	-0.186798820006709	0.169248473860917	-1.74595437739346	-1.09237185715714	-1.57659902778653	-1.37622947929107	-1.03644553339595	1.72894789521884	0.481736281459003	-1.74298938179398	0.0501857571682169	-0.243911576070125	0.964762819943458	0.264033156334664	-0.788534166132299
"TRIM21"	-4.2247633257992	-5.27612440527424	-2.54060892415636	-2.71354670678257	-2.41300981793186	-4.09825612132434	-3.8703647195834	-5.84130225398094	-3.37622947929107	-4.88944312100927	-4.74498329311357	-2.60880924267552	-1.19677296356507	-2.4626269577971	NA	-0.798197982755692	-2.21973062161293	-3.42080238163181
"TRIM23"	-3.90790622045925	-3.16759994849607	-2.25867056059769	-1.76329974197967	-0.659924558402378	-1.56008783208213	-0.822611588135037	-4.4262647547021	-1.7458750757559	-1.53894587392514	1.60276109357793	-1.18559781195098	-2.63262893435147	-0.889441624852302	0.146403493797488	NA	-3.5416587165003	-1.27512492643618
"Trim24"	-3.39944185721214	-4.52123690311077	-3.08969438854892	-3.71354670678257	-4.3037807481771	-4.00898878322726	-2.78072750709873	-3.45663840374562	-2.68341098880925	-8.21137121589663	NA	-3.55727894203544	-2.67807190511264	-4.1197392442741	NA	NA	-4.03642340824987	-1.55785513361089
"TRIM25"	-1.79086679926904	-1.70626879694329	-1.13991374403666	-0.902702798645085	-2.67928988326931	-2.34906422482488	-2.23690370117106	-1.21681138907315	-1.73950555088018	-4.21137121589663	-2.70545492892693	-1.25574263597926	-0.128156351490682	-0.913288366806669	0.178112353524826	-1.05921604299098	-1.57699178961258	-0.291519364686846
"TRIM26"	-1.2590195384084	-1.67442788879328	-3.20850377390319	-1.20279929870042	-3.16272950003811	-1.74920409854428	-2.36122110542361	-0.936069037652612	-1.67147876499581	-2.75867695179843	0.134940254894679	-1.3500984647522	-2.18590080972545	-1.27498278999958	NA	-3.54213041751371	-4.13830302226909	-1.13910413153298
"TRIM27"	0.278853219846318	0.2784644464034	-0.108803211496627	0.457736125386694	0.591037015130841	0.105378241724745	-0.0277726174692588	0.607158246835352	0.203783805458348	0.360381427606913	1.83997920760759	0.127500431933628	0.681449265314958	0.699457290428025	-3.60848400836598	0.967732347662653	0.308275994296147	0.685629696185117
"TRIM28"	1.38477185336767	1.98361885841654	1.98295303190065	1.9915877601838	1.66680452274881	1.64579043373226	1.73069175725805	2.49904241547492	1.66096015547804	0.560118253603966	1.86808991436453	1.91589273322816	2.29572302453997	1.65960130161391	0.639443505077605	1.86900869429641	1.27398281674227	1.48909070213823
"TRIM29"	1.02049746777071	1.35140947919855	0.551121346905752	-0.725825036561006	0.21978120787991	-0.839063781784942	0.446003849962057	1.39604050882148	0.931797798780026	0.886660867063894	-1.08201828039114	-1.17584983539942	0.0874628412503394	-0.462626957797104	2.47685566099139	2.01011745534331	1.21753148804986	2.90540236913348
"TRIM3"	0.852239743806105	0.521537120579523	0.00933498738637718	-0.0301357179733185	-0.775001082849071	-0.510737915699429	0.151433870695157	0.581229781844826	0.193834145050743	0.180946206882128	0.685004547631245	0.364718545963285	-0.830074998557688	0.359730127599747	-0.188945116852196	NA	-0.945108241503928	-0.260931044853423
"TRIM32"	-1.86782878108392	-2.90108497392731	-3.8015690017523	-2.32006535087017	-1.64081573545467	-0.845490050944375	-1.4312530853257	-2.09236401814866	-2.06620815108789	-1.24558693123455	-1.20066277688976	-2.26088593925522	-1.62148837674627	-3.5722514489716	-2.02352150764482	NA	NA	-1.51872880232107
"TRIM6-TRIM34"	-3.23747437754875	-2.4432343911095	-0.959110278738778	-0.747566815715072	0.245683071322667	-1.59214904131443	-2.66391384211598	-3.9668331360648	-1.85180852050497	-2.17794821435918	-5.59298019966852	-0.522890216490522	-0.755112940876466	-0.47145080818411	0.178112353524826	NA	-2.31594593687224	-1.41630098939687
"TRIM35"	2.38787887906438	1.49040450332463	1.66406776641171	1.86477800642601	1.96144358874752	1.07252128489366	1.21546518992397	1.58496250072116	1.25492265445015	0.894537292674525	2.30062470518977	1.99461479389317	-0.489038080722621	0.77973387977194	1.24451357924734	NA	0.999000557604027	1.44028452436358
"TRIM36"	-5.73572524507657	-6.46876948321663	-4.13598804082286	-7.27426166125705	-3.75946023195329	-6.84549005094437	-4.69633531980836	-3.8017738897943	-4.47859119692075	NA	-6.32994579383473	-5.39016895620018	-2.88896868761126	-5.49825086752783	-0.538094680474583	NA	NA	NA
"TRIM37"	-2.54985869976524	-2.73696559416621	-1.27584570440582	-1.36257007938471	-1.70883415888332	-3.4240262825061	-2.15576693844565	-2.41131441323613	-2.47859119692075	-3.28063387833375	-2.42305519822621	-1.4301670241321	-1.83650126771712	-0.797811149386733	NA	NA	-1.91089252616601	-5.49480296307559
"TRIM39"	-2.04642608454068	-2.58962387809102	-1.99421407969469	-2.12858420606141	-1.4964258261195	-1.21821674536525	-1.6679269046226	-2.9668331360648	-1.8936286961996	-2.49712569823051	-6.91490829455588	-2.0326169515821	-1.78587519464715	-0.974688911470812	NA	NA	-2.387330570109	-1.19583601663154
"TRIM41"	-3.61470984411521	-3.16759994849607	-3.70535368649299	-3.48766529936624	-2.93454693851138	-3.4240262825061	-4.02648392150069	-3.84130225398094	-3.8936286961996	-1.33485426933163	-1.57505829167126	-3.53218796107261	-2.10469737866669	-1.22026612022806	-0.422617463054647	-3.27624527956034	-2.22906848619227	-4.57280547507686
"TRIM44"	-3.26323747361383	-2.84985965057214	-3.03019337680026	-2.89575003800332	-3.36518129284125	-2.71033046766274	-2.71282344259692	-3.05703094503638	-2.46802195521057	-3.04144621445432	-2.18698783999268	-3.08638820802308	-1.45898084686644	0.422995021057763	-2.60848400836598	-2.47694262979747	-1.04464391505484	-1.38517847190109
"TRIM45"	-5.66533591718518	-4.27612440527424	-5.20011837824257	-3.92376441417291	-3.88874324889826	-6.48291997155967	-5.24887634283713	-6.20387233336565	-5.75869911611349	-4.51093149775554	NA	-3.86660700014317	-5.73696559416621	-2.77578484305673	NA	NA	-2.6503649759428	NA
"TRIM46"	-3.21216328901956	-1.86673346913654	-1.87164743748844	-1.60750506937224	-1.55782637078364	-3.87148525947732	-3.1113728190872	-2.61890983264449	-2.31812652472751	-1.02154665701661	NA	-0.922563406117186	-2.53533173299656	-2.61072559678624	-1.12305718119574	0	NA	0.282409085759334
"TRIM47"	1.61211754856158	0.896303103371245	0.684745911035947	1.27186109760075	0.503574173880501	1.16813171961926	0.706095401613499	2.23610692260547	1.13265062859925	0.795656050997336	-3.27105210478116	0.947452945792324	1.05831649559082	1.12233554292405	2.13836617473207	-9.54303182025524	0.371423712822491	-0.242884589435969
"TRIM5"	-2.21844955186699	-2.78427130894456	-0.740686759605275	-0.287850726005003	0.158380663215767	-1.13714513471794	-0.499342075167872	-3.20387233336565	-0.41630691866641	-1.11333913293611	NA	-0.0614940288722362	0.576522137920503	-0.169127271236259	-0.0235215076448248	0.386226588381735	-0.691724005703853	-0.0667734435774256
"TRIM59"	-2.09765140789586	-3.06667103964529	-0.973049469696652	0.17364808748503	-1.47089073401236	-2.20990147715325	-1.42444790742059	-3.05703094503638	-1.36638169333473	-2.21137121589663	-3.10755337249828	-0.507525906838342	-1.68385425770664	-0.962197967287616	-4.12305718119574	-9.54303182025524	-1.54748779530249	-1.24288458943597
"TRIM6"	-2.92837032301897	-3.57568468713315	NA	-2.53010056568664	-5.5668151540109	NA	-3.33558797603047	-5.20387233336565	-2.49996484771332	-7.21137121589663	-2.10755337249828	-3.0326169515821	NA	-3.5722514489716	NA	NA	NA	NA
"TRIM65"	-3.99156414950616	-2.97234365709713	-2.93162954231667	-1.83463852369993	-0.718818247455947	-2.85842910665187	-2.74637600230795	-3.8017738897943	-2.9078425554193	-2.44318689111971	-2.52259087177712	-2.39016895620018	-4.25153876699596	-0.901315725140593	-3.47098048461605	-2.67266710067183	-0.198938820007882	-2.19583601663154
"TRIM69"	-5.47269083924278	-4.88380698249548	-4.1676969005502	-2.72582503656101	-3.16082279433506	NA	-4.22502960088277	-5.68929916053589	-5.39612903672878	-4.35339022076906	-5.32994579383473	-3.05031895331556	-2.84944032342462	-2.01282404035758	-1.68248458980976	NA	-1.91089252616601	NA
"TRIM72"	-4.15076274435542	-4.1886615640239	-3.37414777801762	-6.78883483408681	-7.3037807481771	NA	NA	-9.01122725542325	-5.47859119692075	-5.12390837464629	NA	-9.39016895620018	-1.05889368905357	-7.82017896241519	NA	NA	NA	-3.69833635716072
"TRIM8"	1.60189665691593	1.82124936371598	1.46133584590792	1.88661820058226	1.3170500004989	1.44123271266993	1.03714228066636	1.80014743808669	1.1979881791355	0.436087210558288	0.313910395939998	1.65285832739436	0.434294617959926	0.379493382421177	1.0121024020859	0.920492553015942	1.8073549220576	1.24453353555336
"TRIO"	-1.72673646184932	-1.57568468713315	-1.61515587752142	-2.32940321544951	-2.8663754358698	-1.7044777414173	-0.49220883422838	-0.902702798645085	-0.524394886533877	-0.222686529124466	0.140374140945307	-2.02384674195437	-0.713118852211838	-0.312384322216491	-0.375823251575706	-3.81511136569204	-1.61321197752533	-1.21916852046216
"TRIOBP"	1.5671421158963	0.945462715990567	0.274140658072364	0.516249750637142	0.371000014792522	-0.254101281063786	1.01728551932846	1.27301849440642	1.26366869691497	1.31610579016376	1.43603088699055	0.358023893389277	1.09761079662642	0.0806878455655608	-0.188945116852196	1.45485330757387	0.298560839462935	-0.820889539444684
"TRIP10"	1.12660215544141	0.679525502254136	0.674723288427321	0.327137729274782	0.939393235295848	0.347155026998021	0.561909484620743	0.815321231867661	0.715875988784352	0.157135245611059	1.090716254638	0.547940370019055	1.05398016818765	1.30135455492484	1.68429774086186	0.428511733695534	1.02476365366911	0.594891425473333
"TRIP11"	-2.37115281278072	-2.41814341014667	-0.868387108324852	0.0331668639351994	-1.22340733171308	-0.207830127133556	-0.870364719583404	-3.08048991786037	-1.00381161395002	-1.14528202543886	-0.695739774093721	-0.401484269428018	0.238786859587116	0.580700473866997	-0.243911576070125	-6.22110372536788	0.556713023916983	0.536880104533311
"TRIP12"	-0.843334219163171	-1.10619940383193	-0.224921769243145	0.727990790474331	-0.171066825831863	0.180045041162762	0.00284274976882537	-0.363768828968334	0.129174253324659	0.932011998093188	0.576944801773792	0.715739552370974	1.72246602447109	1.12526487396272	-0.422617463054647	-4.29510430681165	0.332281457306936	0.245954210252992
"TRIP13"	-4.47269083924278	-5.57568468713314	-2.89136567210294	-1.9668331360648	-4.03076225377069	-2.95240525486089	-2.47628683894021	-3.33880191345176	-3.43677102122613	-3.28063387833375	-4.10755337249828	-3.71774361422869	-4.78587519464715	-2.91328836680667	-0.976215792866468	-7.95806931953408	-7.91089252616601	-2.47594393582427
"TRIP4"	-1.91299509713205	-1.94520752715962	-1.01930506065752	-0.18044798785432	0.36392218355199	0.194212373089356	-0.754887502163469	-2.06871275008401	-0.726850250074148	-1.49027202718945	-1.91490829455588	0.00857473573800986	-0.81730770248381	-0.480328959530563	-2.60848400836598	NA	-0.158233124894663	-2.05622994933596
"TRIP6"	0.764120642006631	0.84670358953343	0.812125217512175	0.445469395492804	0.19871959235208	-0.288710317993928	-0.0977752156864771	1.01943988082369	0.0412762755785191	1.65358869924597	1.49235946968885	0.458453984229154	1.32192809488736	0.567838322929947	-0.780664983748661	-0.0155548141948417	0.475688527063601	0.31119540501193
